id,start_times,end_times,transcript
Module_33_Report_Writing_279,1483020,1485820,this should be stated. 
Module_33_Report_Writing_280,1485820,1491740,"Finally, coming to the conclusion, writing conclusion in report writing. "
Module_33_Report_Writing_281,1491740,1498350,"Apart from the introduction, the conclusion is often the most difficult part of the report writing.  "
Module_33_Report_Writing_282,1498350,1505021,"It is signi… it signifies the end of a lot of hard work, so we shall want to get it right. "
Module_33_Report_Writing_283,1505021,1512110,"It is also along the, along with the introduction and abstract, often the only part of the report "
Module_33_Report_Writing_284,1512110,1513570,that will get read. 
Module_33_Report_Writing_285,1513570,1519419,"The conclusion should draw the report to a close, by reiterating the main points, which "
Module_33_Report_Writing_286,1519419,1522580,might seek to address all the questions. 
Module_33_Report_Writing_287,1522580,1527950,"After conclusion, we would be giving references and bibliography. "
Module_33_Report_Writing_288,1527950,1534050,And in this throughout the write-up we will have made up reference to a number of sources. 
Module_33_Report_Writing_289,1534050,1536304,These all will need to be included in a list of references. 
Module_33_Report_Writing_290,1536304,1543650,"This is the minimum requirement, although there will be inevitable more sources that "
Module_33_Report_Writing_291,1543650,1549220,"you have used throughout the research process, but to which you have not cited a reference "
Module_33_Report_Writing_292,1549220,1551039,in the text. 
Module_33_Report_Writing_293,1551039,1556770,"These can still be included as a bibliography, as it provides the reader with a useful list "
Module_33_Report_Writing_294,1556770,1558830,of relevant material. 
Module_33_Report_Writing_295,1558830,1561270,What were the main findings of the research? 
Module_33_Report_Writing_296,1561270,1564840,How do these findings sit with the context of theory? 
Module_33_Report_Writing_297,1564840,1567260,What are the implications of the research? 
Module_33_Report_Writing_298,1567260,1571300,What lessons can be learned from the experience of carrying out the research? 
Module_33_Report_Writing_299,1571300,1574300,What can we learn from the way methods were employed? 
Module_33_Report_Writing_300,1574300,1577710,What areas are open for future research? 
Module_33_Report_Writing_301,1577710,1583640,"Appendices – It is the, it is easy to perceive appendices as a repos… repository for all "
Module_33_Report_Writing_302,1583640,1589090,the bits of a report that do not seem to fit else anywhere else. 
Module_33_Report_Writing_303,1589090,1593270,"However, appendices need to be carefully thought out and relevant. "
Module_33_Report_Writing_304,1593270,1599809,"Items such as copy of a questionnaire, interview schedule or observation plan are useful element "
Module_33_Report_Writing_305,1599809,1601280,of an appendix. 
Module_33_Report_Writing_306,1601280,1605809,"Statistical tables can be gathered together in an appendix, with only a selection relevant "
Module_33_Report_Writing_307,1605809,1609360,to the discussion dealt with the main body of the text. 
Module_33_Report_Writing_308,1609360,1615850,The important thing to remember is that appendices should be cross-referenced in the text. 
Module_33_Report_Writing_309,1615850,1621809,The reader should be made aware at what point during the report they need to turn to the 
Module_33_Report_Writing_310,1621809,1624570,appendix and make use of the information. 
Module_33_Report_Writing_311,1624570,1630580,"Without such clear signposting, the appendices will just take on the form of some additional "
Module_33_Report_Writing_312,1630580,1637230,information that has been included at the end to pad out the report. 
Module_33_Report_Writing_313,1637230,1642230,References and citation – We have placed a good deal of emphasis on the importance 
Module_33_Report_Writing_314,1642230,1648059,"of situating our research in the context of theory in the literature, in terms of both "
Module_33_Report_Writing_315,1648059,1649820,our topic and methods. 
Module_33_Report_Writing_316,1649820,1656159,"With this in mind, it is important to ss… understand how and when these references to "
Module_33_Report_Writing_317,1656159,1659520,others work should be included within our writing. 
Module_33_Report_Writing_318,1659520,1666169,"Moreover, it is important to have an idea of why they should be included, and we will "
Module_33_Report_Writing_319,1666169,1668570,turn our attention to this now. 
Module_33_Report_Writing_320,1668570,1674350,"When considering, why references are important, it is useful to consider who the practice "
Module_33_Report_Writing_321,1674350,1681190,"of citation affects and benefits, these are three interested parties with regard to referencing. "
Module_33_Report_Writing_322,1681190,1687559,"One, the reader-citing references directs the reader to the original source, therefore, "
Module_33_Report_Writing_323,1687559,1692490,enabling a more thorough understanding of our research and development of ideas. 
Module_33_Report_Writing_324,1692490,1698270,"Second, our writing may contain assumptions based on established theory. "
Module_33_Report_Writing_325,1698270,1704880,"It is not sufficient, however, merely to assume that the reader is familiar with with a particular "
Module_33_Report_Writing_326,1704880,1710240,theory and so it is necessary to provide readers with enough information to understand the 
Module_33_Report_Writing_327,1710240,1711240,topic. 
Module_33_Report_Writing_328,1711240,1717450,"Third, this can be done through the literature review, and by offering clues as to where "
Module_33_Report_Writing_329,1717450,1720192,they can pursue the topic in more depth throughout our references. 
Module_33_Report_Writing_330,1720192,1730170,"The cited authors we are showing our recognition of another individuals work, whether we are "
Module_33_Report_Writing_331,1730170,1731510,supporting it or criticizing it. 
Module_33_Report_Writing_332,1731510,1735090,This can enable constructive dialogue between writers. 
Module_33_Report_Writing_333,1735090,1740930,"In addition, sometimes an idea may have already been voiced so fluently that it would seem "
Module_33_Report_Writing_334,1740930,1744190,pointless to try to phrase it differently. 
Module_33_Report_Writing_335,1744190,1748980,"In these instances, it is useful to quote an author directly. "
Module_33_Report_Writing_336,1748980,1756000,"Ourselves not only does citing reference add credibility to our work, but it can also help "
Module_33_Report_Writing_337,1756000,1762420,to avoid legal complications brought about by wrongfully passing of another's work as our own.  
Module_33_Report_Writing_338,1762420,1767480,"Finally, the polishing up and finishing off in report writing.  "
Module_33_Report_Writing_339,1767480,1775570,"Having planned, organized, structured, drafted, referred and rewritten our research, we are now "
Module_33_Report_Writing_340,1775570,1779049,finally nearing the end of the writing-up process. 
Module_33_Report_Writing_341,1779049,1785580,By this stage in our writing we should have something that could almost be called a finished product.  
Module_33_Report_Writing_342,1785580,1789980,The structure and content will have been established through redrafting. 
Module_33_Report_Writing_343,1789980,1795919,"So at this point we can turn our attention to the finer points, such as presentation, "
Module_33_Report_Writing_344,1795919,1800400,"formatting, and small refinements in our use of language. "
Module_33_Report_Writing_345,1800400,1805179,"Once we have checked all the points that we discussed in our report writing, with the "
Module_33_Report_Writing_346,1805179,1809280,"our, our report is in the final stage. "
Module_33_Report_Writing_347,1809280,1818539,"So, this is how we can write a report and finally give our results in a systematic manner. S…  "
Module_33_Report_Writing_348,1818539,1822700,"To conclude, the writing-up process should be an enjoyable one since it enables us to "
Module_33_Report_Writing_349,1822700,1827990,bring together all the other stages of the research process into an end product. 
Module_33_Report_Writing_350,1827990,1835809,"It should not be seen as an easy process, though it requires planning, motivation, organization and reflection.  "
Module_33_Report_Writing_351,1835809,1843230,"It handled poorly, if it handled poorly, it can prove to be the undoing of a lot of hard work.  "
Module_33_Report_Writing_352,1843230,1848890,The writing up process needs to be treated with respect to view writing as unproblematic 
Module_33_Report_Writing_353,1848890,1855370,"and transparent, as merely a simple way of reporting our research is a terrible mistake. "
Module_33_Report_Writing_354,1855370,1860450,It is necessary to remember the objectives of writing up research that we have discussed 
Module_33_Report_Writing_355,1860450,1866100,"and these are to address our research questions, to discuss our findings, to conceptualize "
Module_33_Report_Writing_356,1866100,1872620,"our research within a broad theoretical framework, and to reflect on the research process, to "
Module_33_Report_Writing_357,1872620,1876059,"share our experiences, and to contribute to methodological debates. "
Module_33_Report_Writing_358,1876059,1883630,"Finally, we have seen the importance of some of the convention of academic writing, references, "
Module_33_Report_Writing_359,1883630,1886450,"presentation, structure and format. "
Module_33_Report_Writing_360,1886450,1891910,Writing up research is a different process from the that involved in other forms of writing. 
Module_33_Report_Writing_361,1891910,1898150,"We must recognize this, and not assume that because we have spent our whole life writing "
Module_33_Report_Writing_362,1898150,1902919,in other forms that writing up research will come easily to us. 
Module_33_Report_Writing_363,1902919,1909539,"As with many skills, the key to successful and enjoyable writing is the practice. "
Module_33_Report_Writing_364,1909539,1914200,"Thus, I hope the this will help you in writing your report successfully. "
Module_33_Report_Writing_365,1914200,1920260,Any queries that you have on this you can always revert back to me or you can write to me.  
Module_33_Report_Writing_366,1920260,1924190,Hope you you are able to write up your data in a very beautiful and nice manner. 
Module_33_Report_Writing_367,1925190,1927490,Thank you. 
Module_5_Research_problem_0,32509,40480,"Hello friends, I am Doctor Himanshu Pandey, Assistant Professor, School of Law, Devi Ahilya "
Module_5_Research_problem_1,40480,42100,"Vishwavidyalaya, Indore. "
Module_5_Research_problem_2,42100,48710,"Present module, research problem containing basic knowledge of selection of research problem "
Module_5_Research_problem_3,48710,54989,"and the procedure of the formulation of research problem, its kinds and analysis have been "
Module_5_Research_problem_4,54989,58040,discussed there under. 
Module_5_Research_problem_5,58040,62469,All contents will be dealt with explanation and illustration by this lecture. 
Module_5_Research_problem_6,62469,69380,"Objective of this lecture, it tries to develop understanding and basic skills of identifying "
Module_5_Research_problem_7,69380,76270,"research problems, planning and executing legal research projects and of appreciating "
Module_5_Research_problem_8,76270,78590,the problems associated therewith. 
Module_5_Research_problem_9,78590,85350,"So, that you can plan and pursue legal and socio-legal research in your future. "
Module_5_Research_problem_10,85350,90190,All research problems are driven by social problem. 
Module_5_Research_problem_11,90190,97280,"Problem solving aptitude is a natural quality given by nature to all for their survival, "
Module_5_Research_problem_12,97280,107250,"but human being is the only creature blessed with the thinking process, with vision, imagination, "
Module_5_Research_problem_13,107250,109750,creativity and innovation. 
Module_5_Research_problem_14,109750,116990,"These attributes of man makes him enable to change d… the things surrounding him, according "
Module_5_Research_problem_15,116990,118970,to his wish. 
Module_5_Research_problem_16,118970,125140,If man feels anything problematic only then he thinks to change. 
Module_5_Research_problem_17,125140,133700,Various research methods are used to resolve any problematic stage. 
Module_5_Research_problem_18,133700,141209,Selection of research pro… methodology depends on nature of research problem. 
Module_5_Research_problem_19,141209,145690,Selection of research problem is the first step in every research. 
Module_5_Research_problem_20,145690,155340,No research can undergo by the researcher unless he first formulate the research problem 
Module_5_Research_problem_21,155340,159739,properly and scientifically. 
Module_5_Research_problem_22,159739,167959,Concept of problem is basically a psychological aspect which can be caused by either physical 
Module_5_Research_problem_23,167959,170519,or mental facts. 
Module_5_Research_problem_24,170519,179380,Research can be performed only after psychological involvement of researcher with the problem. 
Module_5_Research_problem_25,179380,190959,"Studying any research is not independent subject and cannot be studied, ignoring the personality "
Module_5_Research_problem_26,190959,195409,traits and skills of the researcher. 
Module_5_Research_problem_27,195409,202920,That means for the formulation of research problem involvement of researcher plays a 
Module_5_Research_problem_28,202920,206659,very important part. 
Module_5_Research_problem_29,206659,214379,Research can be performed only after realization and sensitization of researchers towards the 
Module_5_Research_problem_30,214379,226810,real research problem and thereafter only he can formulate any real practical problem. 
Module_5_Research_problem_31,226810,233560,Characteristics of research problem – There are some general assumptions as to any problem. 
Module_5_Research_problem_32,233560,239939,"First, no problem comes from vacuum. "
Module_5_Research_problem_33,239939,242359,And every problem has their solution. 
Module_5_Research_problem_34,242359,253269,"First postulates shows that every problem what you realize has its certain components, "
Module_5_Research_problem_35,253269,262450,"its history, origin and other variables involved in composing such problem. "
Module_5_Research_problem_36,262450,271190,"Problem does not come from vacuum like, immediately it it exits or disappear. "
Module_5_Research_problem_37,271190,277440,"Whatever you feel problematic, it has some evidences wi.. which have to be collected "
Module_5_Research_problem_38,277440,280710,by keen investigation. 
Module_5_Research_problem_39,280710,284630,Every problem has their solution. 
Module_5_Research_problem_40,284630,290950,Whatever phenomena or situation you perceive as problematic. 
Module_5_Research_problem_41,290950,294940,I assure you that every problem has the solution. 
Module_5_Research_problem_42,294940,304030,This is your quality how to find out the solution. 
Module_5_Research_problem_43,304030,311600,"In ordinary sense we can say that dissatisfaction is the first point, which originates any problem. "
Module_5_Research_problem_44,311600,323220,The term problem may be explained as dissatisfaction of any person as to any subject of his life. 
Module_5_Research_problem_45,323220,329030,"Every problem arises from dissatisfaction, dissatisfaction is a mental element and it "
Module_5_Research_problem_46,329030,336690,"is always related to present fact, even if a man is worry about his future, the subject "
Module_5_Research_problem_47,336690,348350,"matter of his anxiety may be past, of present or of future, but the state of anxiety is present. "
Module_5_Research_problem_48,348350,358660,"For any research, the researcher should have that state of mind present that the research "
Module_5_Research_problem_49,358660,362880,problem exists somewhere in his life. 
Module_5_Research_problem_50,362880,374430,"If he seriously considers all the variables facts, phenomena about such problem he can "
Module_5_Research_problem_51,374430,381530,further proceed to formulate research problem. 
Module_5_Research_problem_52,381530,392630,"If a man perceive anything, phenomena dissatisfied to his person, in that case immediately he "
Module_5_Research_problem_53,392630,398340,try to convert his state of dissatisfaction to satisfaction. 
Module_5_Research_problem_54,398340,404221,"If man knows how be satisfied immediately he can act towards the satisfaction, but if "
Module_5_Research_problem_55,404221,409000,he does not possess any experience or knowledge with such problem. 
Module_5_Research_problem_56,409000,411660,How to solve that problem? 
Module_5_Research_problem_57,411660,419020,In that case he has to undergo with research process. 
Module_5_Research_problem_58,419020,426640,Before selecting any research problem certain points should be clearly analyzed and dis… 
Module_5_Research_problem_59,426640,427640,determined by the researcher. 
Module_5_Research_problem_60,427640,432990,First that the problem should not be fictitious. 
Module_5_Research_problem_61,432990,445710,"No problem, which is fictitious only not exist anywhere in this world cannot be the good "
Module_5_Research_problem_62,445710,454920,"subject for research, because the use of sources, time and money will be wastage, will be of "
Module_5_Research_problem_63,454920,459560,no utility for the society. 
Module_5_Research_problem_64,459560,467460,"Second, any problem, any phenomena which is selected for research that problematic situation, "
Module_5_Research_problem_65,467460,471910,phenomena or the factor should be of permanent nature. 
Module_5_Research_problem_66,471910,478580,"Studying on any factor which cause you dissatisfaction temporally for the short while, which is not "
Module_5_Research_problem_67,478580,486670,repeated again and there is no scope of its repetition in your future. In that case studying 
Module_5_Research_problem_68,486670,493670,on such problem is useless. 
Module_5_Research_problem_69,493670,498080,Any problem selected for research should be of high significance value. 
Module_5_Research_problem_70,498080,506740,Here the ss… significance value means the pro… nature of problem should be of common 
Module_5_Research_problem_71,506740,515529,for all; whatever the suggestion and the solution will come that may be utilized and should 
Module_5_Research_problem_72,515529,518910,be benefited to the high number of beneficiary. 
Module_5_Research_problem_73,518910,531300,"If the size of beneficiary group is higher that means its significance value is higher  76 00:08:51,300 -->  00:09:02,500 and if its size of beneficiaries are lesser its significance val… value is also re… lesser. "
Module_5_Research_problem_74,542500,547020,There are certain common steps of formulation of research problem. 
Module_5_Research_problem_75,547020,553070,First any problematic phenomena realized by the researcher itself is not sufficient to 
Module_5_Research_problem_76,553070,555900,be selected immediately for research problem. 
Module_5_Research_problem_77,555900,562820,There are certain scientific steps which have to be strictly followed for the formulation 
Module_5_Research_problem_78,562820,571611,"of research problem; first realization of problem, then identification of problem, analysis "
Module_5_Research_problem_79,571611,575580,of problem and last is the statement of problem. 
Module_5_Research_problem_80,575580,583480,The problem is finally formulated with the is… its statement of problem. 
Module_5_Research_problem_81,583480,594180, Realization of problem – researcher should realize or sensitize with the existence of problem.  
Module_5_Research_problem_82,594180,599500,Any problem assigned for research which has not been realized by the researcher as to 
Module_5_Research_problem_83,599500,603580,its nature existence and its evil effects. 
Module_5_Research_problem_84,603580,611390,"Though the researcher can undergo with the research but he cannot check its effects, "
Module_5_Research_problem_85,611390,619050,he because he cannot realize its effects suggested by him. 
Module_5_Research_problem_86,619050,629570,"In all other terms, it, it is said that the victim can be good researcher for any research, "
Module_5_Research_problem_87,629570,636480,"the person who is s… really suffered with any problem, who is victim of problem, he "
Module_5_Research_problem_88,636480,638080,can be the good researcher. 
Module_5_Research_problem_89,638080,648770,"It does not mean any person, whoever whether it is victim, stakeholder or other who understand "
Module_5_Research_problem_90,648770,652960,"the pain or difficulties of life, caused by such problem may undergo research. "
Module_5_Research_problem_91,652960,664050,The poor scholar who is in one geographical area can also research on these social problem 
Module_5_Research_problem_92,664050,666960,of another geographical area like terrorism. 
Module_5_Research_problem_93,666960,679750,Terrorism is a problem in certain disturbed areas of a country but any person who realize 
Module_5_Research_problem_94,679750,686000,"its effects, pain cause to the society, if he realize such effect he can undergo with "
Module_5_Research_problem_95,686000,691440,the research to find out a solution. 
Module_5_Research_problem_96,691440,695550,Realization is a process. 
Module_5_Research_problem_97,695550,701110,"Realization is a con… cognitive process when man perceives any stimulus, fact or phenomenon "
Module_5_Research_problem_98,701110,707980,which he receive by his receptors of mind and thereafter cognitive process starts in 
Module_5_Research_problem_99,707980,716300,"his mind to identify such stimulus on the basis of his experience, knowledge and insight. "
Module_5_Research_problem_100,716300,723670,"Whatever is the nature of experience, knowledge, or insight he possess outcome of his mind "
Module_5_Research_problem_101,723670,731490,will be respectively in state of satisfaction or not. 
Module_5_Research_problem_102,731490,739180,"After receiving any stimulus in mind, analyzing it immediately it may give the positive respo… "
Module_5_Research_problem_103,739180,741470,sign or negative sign. 
Module_5_Research_problem_104,741470,748040,"Positive sign denotes the satisfaction, negative sign denotes its dissatisfaction of mind. "
Module_5_Research_problem_105,748040,755610,"In turn, dissatisfaction proceeds for alteration, amendment, improvement and replacement, such "
Module_5_Research_problem_106,755610,762130,"realization of a stimulus, the researcher to feel about their negative attributes or "
Module_5_Research_problem_107,762130,766500,something lacking. 
Module_5_Research_problem_108,766500,774820,"After realization or sensitization of problem, second step to be performed by the researcher "
Module_5_Research_problem_109,774820,778250,that is the identification of problem. 
Module_5_Research_problem_110,778250,781630,The researcher must identify the problem. 
Module_5_Research_problem_111,781630,795170,Whatever he realize he should get it be tested that whether what he feel problematic exist or not.  
Module_5_Research_problem_112,795170,808000,After sometime any problem which is realized by the researcher 
Module_5_Research_problem_113,808000,818120,and if he go to corroborates such problem he comes to know that his realization of problem 
Module_5_Research_problem_114,818120,824250,"was not correct, that was sometime misconception or misunderstanding of phenomena or it may "
Module_5_Research_problem_115,824250,827600,be illusion or delusion. 
Module_5_Research_problem_116,827600,839671,"Understanding any fact involved is the identification process, for the identification of such research "
Module_5_Research_problem_117,839671,847290,problem facts involved in the research problem he must go with the corroboration of opinion. 
Module_5_Research_problem_118,847290,854330,Whatever opinion he form as to the existence or nature of problem he must get it be corroborated 
Module_5_Research_problem_119,854330,856000,by some other persons. 
Module_5_Research_problem_120,856000,863770,"Researcher should discuss his observation regarding problem with stakeholders, experts "
Module_5_Research_problem_121,863770,870279,and to invite their opinion on such problem. 
Module_5_Research_problem_122,870279,876560,At the same time researcher can go through with the available literature to get acquainted 
Module_5_Research_problem_123,876560,881390,himself with the selected problem. 
Module_5_Research_problem_124,881390,889940,Study of literature for the corroboration of own opinion as to any research problem 
Module_5_Research_problem_125,889940,892890,is the review of literature. 
Module_5_Research_problem_126,892890,896680,Review of literature is basically a step of corroboration of opinion. 
Module_5_Research_problem_127,896680,905730,It is mandatory and formal step followed in every research process. 
Module_5_Research_problem_128,905730,912190,"Researcher has to consult as possible as with the, with all lit… relevant literature containing "
Module_5_Research_problem_129,912190,917160,information regarding subject matter of research. 
Module_5_Research_problem_130,917160,926040,"He may review literature of two types, first the conceptual literature, literature concerning "
Module_5_Research_problem_131,926040,931600,the concepts and theories relating to the matter in hand. 
Module_5_Research_problem_132,931600,939730,"Second, the empirical literature consist consisting of all such studies made earlier, which are "
Module_5_Research_problem_133,939730,943180,similar to the proposal. 
Module_5_Research_problem_134,943180,949660,"After analyzing such facts, information, and principles, he can sharpen his vision towards "
Module_5_Research_problem_135,949660,957530,"the problem, so that his perception towards the problem would be more accurate. "
Module_5_Research_problem_136,957530,964320,"After identification of problem, the third step that is the analysis of problem, under "
Module_5_Research_problem_137,964320,975021,"this step researcher has to analyze all such facts which constitute the problem, nature "
Module_5_Research_problem_138,975021,978140,of problem and their effects. 
Module_5_Research_problem_139,978140,985440,"There can be a detailed description of the circumstances under which it occurs nature, "
Module_5_Research_problem_140,985440,992280,"symptom, progressions and frequency, et cetera and the analysis become necessary. "
Module_5_Research_problem_141,992280,999269,"This will help to understand the context, nature and effect of such problem. "
Module_5_Research_problem_142,999269,1008190,Steps of analysis of problem - Analysis of problem contain three major steps as description 
Module_5_Research_problem_143,1008190,1015110,"of problem, understanding of problem, and explanation thereof. "
Module_5_Research_problem_144,1015110,1022860,"In analysis process researcher has to analyse the problem on following aspects, whether "
Module_5_Research_problem_145,1022860,1027779,problem is of temporaly temporary nature or permanent nature. 
Module_5_Research_problem_146,1027779,1032630,"What are the constituents of problem, determination of relevant variables? "
Module_5_Research_problem_147,1032630,1036230,What factors are responsible for causing such problem? 
Module_5_Research_problem_148,1036230,1046400,Whether such factors responsible for causing problem are of internal nature or external one? 
Module_5_Research_problem_149,1046400,1057650,Nature of problem as to its temporary temporal nature or permanent nature must be verified 
Module_5_Research_problem_150,1057650,1061790,by the researcher before selection of research problem. 
Module_5_Research_problem_151,1061790,1069420,Many times in our life we come across to su… some circumstances and situation which are 
Module_5_Research_problem_152,1069420,1076690,dissatisfactory for us and after passing them we neither go to look into or to investigate 
Module_5_Research_problem_153,1076690,1083679,"such problem, nor interested to research because we are well assured that such happening was "
Module_5_Research_problem_154,1083679,1092350,"by chance or incidental only, which would not occur again in our life or losses caused "
Module_5_Research_problem_155,1092350,1096270,by such incidents are not very high. 
Module_5_Research_problem_156,1096270,1100470,Such problems are of temporal nature. 
Module_5_Research_problem_157,1100470,1108270,"Any problem, which is of temporal nature does not affect our life very seriously and not "
Module_5_Research_problem_158,1108270,1112290,exist persistently in our life. 
Module_5_Research_problem_159,1112290,1120590,Such problems are not researchable since the researcher knows that the results may be beneficial 
Module_5_Research_problem_160,1120590,1128940,"only for his personal knowledge, but such knowledge has no further utility, unless there "
Module_5_Research_problem_161,1128940,1133500,is any possibility of their repetition in our life further. 
Module_5_Research_problem_162,1133500,1140470,While selecting any researcher problem researcher must see that problem should not be of temporary 
Module_5_Research_problem_163,1140470,1149530,"nature, it should be of permanent nature which requires human interception. "
Module_5_Research_problem_164,1149530,1157350,Constituents of problem - Determination of constituents of problem is the part of analytic process.  
Module_5_Research_problem_165,1157350,1159710,No problem come from vacuum. 
Module_5_Research_problem_166,1159710,1169429,This postulate gives the direction that any problem in hand must be studied in such a 
Module_5_Research_problem_167,1169429,1176580,"way so that we can ascertain its consequent factors, variables and other facts involved "
Module_5_Research_problem_168,1176580,1183510,"in the process, which makes that phenomena problematic. "
Module_5_Research_problem_169,1183510,1189270,Researcher has to search and analyse all those facts which are the part of any problematic 
Module_5_Research_problem_170,1189270,1191970,"incidence, phenomenon or transaction. "
Module_5_Research_problem_171,1191970,1198590,This process is called crystallization of problem. 
Module_5_Research_problem_172,1198590,1206670,Crystallization of problem is a process commonly used at the stage of this analysis of research problem. 
Module_5_Research_problem_173,1206670,1214560,"Especially in diagnostic research, crysta… crystallization process is very important. "
Module_5_Research_problem_174,1214560,1219950,Sometimes the causes of problem are directly highlighted through analysis at the early 
Module_5_Research_problem_175,1219950,1222480,stage of research. 
Module_5_Research_problem_176,1222480,1229000,Another philosophy behind crystallization of constituent is to direct the approach which 
Module_5_Research_problem_177,1229000,1241270,suggests that the fact constituting the phenomena must be keenly observed. 
Module_5_Research_problem_178,1241270,1249220,After keen analysis of the facts and factors involved in any problem the person can be 
Module_5_Research_problem_179,1249220,1258080,assured that in what direction with what facts he has to study for solution. 
Module_5_Research_problem_180,1258080,1263100,Crystallization also shows the nature and relationship of variables which is necessary 
Module_5_Research_problem_181,1263100,1267770,to be determined in every research. 
Module_5_Research_problem_182,1267770,1274549,Determination of variables - After crystallization of problem researcher has to determine the 
Module_5_Research_problem_183,1274549,1283620,"relevant variables or relevant facts among all constituent, constituting variables or facts. "
Module_5_Research_problem_184,1283620,1292760,He has to analyze that what facts among other facts are somewhere concerned for their problem 
Module_5_Research_problem_185,1292760,1297290,or may be responsible for their problem. 
Module_5_Research_problem_186,1297290,1304049,And he has to filter those facts and to focus his studies further only on those variables 
Module_5_Research_problem_187,1304049,1308200,which he has selected for the investigation. 
Module_5_Research_problem_188,1308200,1314260,"To ascertain that what may be the important facts responsible for occurrence of any problem, "
Module_5_Research_problem_189,1314260,1323220,among oth… all other variables selected filter for the study he has to focus on some 
Module_5_Research_problem_190,1323220,1335360,"major facts which are can be held responsible with their major contribution for occurrence, "
Module_5_Research_problem_191,1335360,1337710,subsistence and continuance of such problem. 
Module_5_Research_problem_192,1337710,1343840,"There is a principle that any problematic phenomenon, transaction or incidence perceived "
Module_5_Research_problem_193,1343840,1351780,"problematic may occur due to the composition of facts in a certain manner, but such problem "
Module_5_Research_problem_194,1351780,1356440,cannot subsist long unless nurtured by other factors. 
Module_5_Research_problem_195,1356440,1365760,Any such problem which exist in your life is no doubt the composition of facts which 
Module_5_Research_problem_196,1365760,1374549,"co… causes any incidence for phenomena problematic, but it cannot maintain further unless it has "
Module_5_Research_problem_197,1374549,1381280,any other supporting factors to maintain its existence. 
Module_5_Research_problem_198,1381280,1388220,Such supporting factors are those factors which can be held responsible for the nurturing 
Module_5_Research_problem_199,1388220,1390220,of problem. 
Module_5_Research_problem_200,1390220,1394430,These factors may be the internal or external. 
Module_5_Research_problem_201,1394430,1400250,"Internal factors are those factors which are hidden in problem itself, and they can be "
Module_5_Research_problem_202,1400250,1403990,searched by the crystallization of problematic phenomena. 
Module_5_Research_problem_203,1403990,1414650,Whereas external factors are those factors which do not constitute the part of constituents 
Module_5_Research_problem_204,1414650,1419640,of research problem. 
Module_5_Research_problem_205,1419640,1427820,Problem depending on other factors which are not the part of constituents of the problem 
Module_5_Research_problem_206,1427820,1440429,"which is the external member and form outside, it manipulates the facts which results in problem. "
Module_5_Research_problem_207,1440429,1448190,These factors are called independent variables and problem is called de… dependent variables. 
Module_5_Research_problem_208,1448190,1454370,Independent variables means those variables which though responsible for occurrence of 
Module_5_Research_problem_209,1454370,1462470,"problem and their manipulation affect the problem, but here effect in any problem shall "
Module_5_Research_problem_210,1462470,1465500,not affect those variables in turn. 
Module_5_Research_problem_211,1465500,1474570,That is why these variables are called independent and our problem depends on the existence and 
Module_5_Research_problem_212,1474570,1476950,varia… variations of such facts. 
Module_5_Research_problem_213,1476950,1480640,That is why this problem is called dependent variable. 
Module_5_Research_problem_214,1480640,1486100,"After the analysis of problem, the final stage of formulation of problem that is the statement "
Module_5_Research_problem_215,1486100,1488000,of problem. 
Module_5_Research_problem_216,1488000,1496360,When the problem actually comes into shape of statement whatever be the understanding 
Module_5_Research_problem_217,1496360,1502750,and perception made by the researcher after crystallization and keen analysis of problem 
Module_5_Research_problem_218,1502750,1509250,thereafter he makes the statement regarding existence of problem. 
Module_5_Research_problem_219,1509250,1516390,This statement may be in verbal form or in written form. 
Module_5_Research_problem_220,1516390,1523520,Statement must convey the real nature of problem as it is as realized and felt by the researcher. 
Module_5_Research_problem_221,1523520,1530260,While formulating research problem researcher has to be very careful as to the use of language 
Module_5_Research_problem_222,1530260,1532060,and grammar. 
Module_5_Research_problem_223,1532060,1535260,"Language should be clear, easy, and unambiguous. "
Module_5_Research_problem_224,1535260,1546120,This is that stage when the problem is conveyed by the researcher and submitted for the further 
Module_5_Research_problem_225,1546120,1548630,research process. 
Module_5_Research_problem_226,1548630,1558450,"If the researcher is weak in understanding, language, grammar and communicating the problem, "
Module_5_Research_problem_227,1558450,1566690,"in that case, it may be the negativity on the part of researcher. "
Module_5_Research_problem_228,1566690,1574250,After making the statement as to the existence of any research and analyzing the variables 
Module_5_Research_problem_229,1574250,1582970,"responsible for the problem, the problem can be classified on the basis of its variables, "
Module_5_Research_problem_230,1582970,1592179,independent and dependent variables; such relation is studied by the research designing 
Module_5_Research_problem_231,1592179,1598150,according to the nature of research formulated by researcher. 
Module_5_Research_problem_232,1598150,1606050,"Kind of research problem can be classified as uni-variable problem, bi-variable problem, "
Module_5_Research_problem_233,1606050,1612890,multi-variables problem or opponent variables problem. 
Module_5_Research_problem_234,1612890,1618230,Uni-variable problem is the problem where pro… formulated after following certain 
Module_5_Research_problem_235,1618230,1625830,hypothesis and hypothesis denoting that any single independent variable is responsible 
Module_5_Research_problem_236,1625830,1628480,for the problem. 
Module_5_Research_problem_237,1628480,1638650,And whole study is focused to study about the that individual factor stated in the hypothesis 
Module_5_Research_problem_238,1638650,1643220,as single variable or uni-variable. 
Module_5_Research_problem_239,1643220,1650070,After completion of research the hypothesis is tested if that variable is really responsible 
Module_5_Research_problem_240,1650070,1659880,for the problem means your hypothesis has been proved and if the variable is stated 
