wav_filename,wav_filesize,transcript
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_76.wav,90604,be selected immediately for research problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_77.wav,221484,There are certain scientific steps which have to be strictly followed for the formulation 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_78.wav,281356,"of research problem; first realization of problem, then identification of problem, analysis "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_79.wav,127052,of problem and last is the statement of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_80.wav,252844,The problem is finally formulated with the is… its statement of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_82.wav,170284,Any problem assigned for research which has not been realized by the researcher as to 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_83.wav,130604,its nature existence and its evil effects. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_84.wav,249964,"Though the researcher can undergo with the research but he cannot check its effects, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_85.wav,245164,he because he cannot realize its effects suggested by him. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_87.wav,221164,"the person who is s… really suffered with any problem, who is victim of problem, he "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_88.wav,51244,can be the good researcher. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_90.wav,134124,"the pain or difficulties of life, caused by such problem may undergo research. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_92.wav,93164,of another geographical area like terrorism. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_94.wav,200044,"its effects, pain cause to the society, if he realize such effect he can undergo with "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_95.wav,174124,the research to find out a solution. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_96.wav,131564,Realization is a process. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_97.wav,177964,"Realization is a con… cognitive process when man perceives any stimulus, fact or phenomenon "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_98.wav,219884,which he receive by his receptors of mind and thereafter cognitive process starts in 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_99.wav,266284,"his mind to identify such stimulus on the basis of his experience, knowledge and insight. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_100.wav,235884,"Whatever is the nature of experience, knowledge, or insight he possess outcome of his mind "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_101.wav,250284,will be respectively in state of satisfaction or not. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_102.wav,246124,"After receiving any stimulus in mind, analyzing it immediately it may give the positive respo… "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_103.wav,73324,sign or negative sign. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_104.wav,210284,"Positive sign denotes the satisfaction, negative sign denotes its dissatisfaction of mind. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_105.wav,242284,"In turn, dissatisfaction proceeds for alteration, amendment, improvement and replacement, such "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_106.wav,208684,"realization of a stimulus, the researcher to feel about their negative attributes or "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_107.wav,139884,something lacking. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_108.wav,266284,"After realization or sensitization of problem, second step to be performed by the researcher "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_109.wav,109804,that is the identification of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_110.wav,108204,The researcher must identify the problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_114.wav,196204,"was not correct, that was sometime misconception or misunderstanding of phenomena or it may "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_115.wav,107244,be illusion or delusion. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_117.wav,243852,problem facts involved in the research problem he must go with the corroboration of opinion. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_118.wav,225324,Whatever opinion he form as to the existence or nature of problem he must get it be corroborated 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_119.wav,53484,by some other persons. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_120.wav,248684,"Researcher should discuss his observation regarding problem with stakeholders, experts "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_121.wav,208332,and to invite their opinion on such problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_122.wav,201036,At the same time researcher can go through with the available literature to get acquainted 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_123.wav,154604,himself with the selected problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_124.wav,273644,Study of literature for the corroboration of own opinion as to any research problem 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_125.wav,94444,is the review of literature. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_126.wav,121324,Review of literature is basically a step of corroboration of opinion. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_127.wav,289644,It is mandatory and formal step followed in every research process. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_128.wav,206764,"Researcher has to consult as possible as with the, with all lit… relevant literature containing "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_129.wav,159084,information regarding subject matter of research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_130.wav,284204,"He may review literature of two types, first the conceptual literature, literature concerning "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_131.wav,177964,the concepts and theories relating to the matter in hand. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_132.wav,260204,"Second, the empirical literature consist consisting of all such studies made earlier, which are "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_133.wav,110444,similar to the proposal. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_134.wav,207404,"After analyzing such facts, information, and principles, he can sharpen his vision towards "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_135.wav,251884,"the problem, so that his perception towards the problem would be more accurate. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_136.wav,217324,"After identification of problem, the third step that is the analysis of problem, under "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_138.wav,99852,of problem and their effects. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_139.wav,233644,"There can be a detailed description of the circumstances under which it occurs nature, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_140.wav,218924,"symptom, progressions and frequency, et cetera and the analysis become necessary. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_141.wav,223692,"This will help to understand the context, nature and effect of such problem. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_142.wav,285516,Steps of analysis of problem - Analysis of problem contain three major steps as description 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_143.wav,221484,"of problem, understanding of problem, and explanation thereof. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_144.wav,248044,"In analysis process researcher has to analyse the problem on following aspects, whether "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_145.wav,157452,problem is of temporaly temporary nature or permanent nature. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_146.wav,155276,"What are the constituents of problem, determination of relevant variables? "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_147.wav,115244,What factors are responsible for causing such problem? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_150.wav,132524,by the researcher before selection of research problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_151.wav,244204,Many times in our life we come across to su… some circumstances and situation which are 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_152.wav,232684,dissatisfactory for us and after passing them we neither go to look into or to investigate 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_153.wav,223692,"such problem, nor interested to research because we are well assured that such happening was "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_154.wav,277516,"by chance or incidental only, which would not occur again in our life or losses caused "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_155.wav,125484,by such incidents are not very high. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_156.wav,134444,Such problems are of temporal nature. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_157.wav,249644,"Any problem, which is of temporal nature does not affect our life very seriously and not "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_158.wav,128684,exist persistently in our life. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_159.wav,265644,Such problems are not researchable since the researcher knows that the results may be beneficial 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_160.wav,267244,"only for his personal knowledge, but such knowledge has no further utility, unless there "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_161.wav,145964,is any possibility of their repetition in our life further. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_162.wav,223084,While selecting any researcher problem researcher must see that problem should not be of temporary 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_163.wav,289964,"nature, it should be of permanent nature which requires human interception. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_164.wav,250284,Constituents of problem - Determination of constituents of problem is the part of analytic process.  
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_165.wav,75564,No problem come from vacuum. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_166.wav,311052,This postulate gives the direction that any problem in hand must be studied in such a 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_167.wav,228876,"way so that we can ascertain its consequent factors, variables and other facts involved "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_168.wav,221804,"in the process, which makes that phenomena problematic. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_169.wav,184364,Researcher has to search and analyse all those facts which are the part of any problematic 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_170.wav,86444,"incidence, phenomenon or transaction. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_171.wav,211884,This process is called crystallization of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_172.wav,258604,Crystallization of problem is a process commonly used at the stage of this analysis of research problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_173.wav,252524,"Especially in diagnostic research, crysta… crystallization process is very important. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_174.wav,172524,Sometimes the causes of problem are directly highlighted through analysis at the early 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_175.wav,81004,stage of research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_176.wav,208684,Another philosophy behind crystallization of constituent is to direct the approach which 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_178.wav,254444,After keen analysis of the facts and factors involved in any problem the person can be 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_179.wav,283564,assured that in what direction with what facts he has to study for solution. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_180.wav,160684,Crystallization also shows the nature and relationship of variables which is necessary 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_181.wav,149484,to be determined in every research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_182.wav,216972,Determination of variables - After crystallization of problem researcher has to determine the 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_183.wav,290316,"relevant variables or relevant facts among all constituent, constituting variables or facts. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_184.wav,292524,He has to analyze that what facts among other facts are somewhere concerned for their problem 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_185.wav,145004,or may be responsible for their problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_186.wav,216332,And he has to filter those facts and to focus his studies further only on those variables 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_187.wav,132876,which he has selected for the investigation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_188.wav,193964,"To ascertain that what may be the important facts responsible for occurrence of any problem, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_189.wav,286764,among oth… all other variables selected filter for the study he has to focus on some 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_191.wav,75244,subsistence and continuance of such problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_192.wav,196204,"There is a principle that any problematic phenomenon, transaction or incidence perceived "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_193.wav,254124,"problematic may occur due to the composition of facts in a certain manner, but such problem "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_194.wav,149164,cannot subsist long unless nurtured by other factors. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_195.wav,298284,Any such problem which exist in your life is no doubt the composition of facts which 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_196.wav,281292,"co… causes any incidence for phenomena problematic, but it cannot maintain further unless it has "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_197.wav,215436,any other supporting factors to maintain its existence. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_198.wav,222124,Such supporting factors are those factors which can be held responsible for the nurturing 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_199.wav,64044,of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_200.wav,134764,These factors may be the internal or external. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_201.wav,186284,"Internal factors are those factors which are hidden in problem itself, and they can be "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_202.wav,119724,searched by the crystallization of problematic phenomena. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_204.wav,159724,of research problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_205.wav,261804,Problem depending on other factors which are not the part of constituents of the problem 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_207.wav,248396,These factors are called independent variables and problem is called de… dependent variables. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_208.wav,197804,Independent variables means those variables which though responsible for occurrence of 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_209.wav,259244,"problem and their manipulation affect the problem, but here effect in any problem shall "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_210.wav,97004,not affect those variables in turn. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_211.wav,290284,That is why these variables are called independent and our problem depends on the existence and 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_212.wav,76204,varia… variations of such facts. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_213.wav,118124,That is why this problem is called dependent variable. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_214.wav,174764,"After the analysis of problem, the final stage of formulation of problem that is the statement "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_215.wav,60844,of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_216.wav,267564,When the problem actually comes into shape of statement whatever be the understanding 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_217.wav,204524,and perception made by the researcher after crystallization and keen analysis of problem 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_218.wav,208044,thereafter he makes the statement regarding existence of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_219.wav,228524,This statement may be in verbal form or in written form. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_220.wav,228204,Statement must convey the real nature of problem as it is as realized and felt by the researcher. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_221.wav,215724,While formulating research problem researcher has to be very careful as to the use of language 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_222.wav,57644,and grammar. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_223.wav,102444,"Language should be clear, easy, and unambiguous. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_225.wav,80364,research process. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_226.wav,314284,"If the researcher is weak in understanding, language, grammar and communicating the problem, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_227.wav,263724,"in that case, it may be the negativity on the part of researcher. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_228.wav,241964,After making the statement as to the existence of any research and analyzing the variables 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_229.wav,279084,"responsible for the problem, the problem can be classified on the basis of its variables, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_230.wav,294732,independent and dependent variables; such relation is studied by the research designing 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_231.wav,191116,according to the nature of research formulated by researcher. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_232.wav,252844,"Kind of research problem can be classified as uni-variable problem, bi-variable problem, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_233.wav,218924,multi-variables problem or opponent variables problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_234.wav,170924,Uni-variable problem is the problem where pro… formulated after following certain 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_235.wav,243244,hypothesis and hypothesis denoting that any single independent variable is responsible 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_236.wav,84844,for the problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_238.wav,146284,as single variable or uni-variable. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_239.wav,219244,After completion of research the hypothesis is tested if that variable is really responsible 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_240.wav,313964,for the problem means your hypothesis has been proved and if the variable is stated 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_241.wav,240044,held responsible for the problem is not found true means hypothesis is disproved and researcher 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_242.wav,108204,should move for further investigation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_243.wav,273612,"Second, bi-variable problem where hypothesis suggests inferences on two different independent "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_244.wav,191116,variables responsible for occurrence of the problem is called bi-variable problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_245.wav,208364,Researcher has to focus attention at the same time on two independent variables. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_246.wav,276844,He has to investigate and thereafter he has to determine this thing whether both the variables 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_247.wav,150124,are responsible for the problem or any one of them. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_248.wav,212204,"If both the variables are found responsible, then he has to look the major contribution "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_249.wav,93804,of any variable. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_250.wav,267852,"The variable who is found, who has contributed as major variable who is found as major variable "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_251.wav,203884,for the problem is called the major variable and other variable who studied together with 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_253.wav,149132,that one of the variable is responsible and other is not. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_254.wav,144716,"In that case, one hypothesis is disproved and other is proved. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_257.wav,232044,Hypothesis suggesting that number of variables more than two variables are responsible for 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_258.wav,108876,existence of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_259.wav,260524,This research process is very difficult because at the same time researcher has to focus on 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_261.wav,137324,in the light of relation of problem with the variables. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_262.wav,242924,Gradually with the study he moved from multi-variables to individual variables and come to conclusion 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_263.wav,235564,"whether all variables stated in hypothesis are causing problem or some of them, or none "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_264.wav,57004,of them. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_266.wav,181164,problem where there is a question between two or more inconsistent variables. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_267.wav,186284,"Whether A is the cause of problem or B is the cause of problem, where A and B cannot "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_268.wav,152044,"stand together in such cases, two hypothesis are formulated. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_270.wav,285164,living example of this opponent variable problem is the determination of paternity where two 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_273.wav,67884,this nature of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_274.wav,311052,"In that case, only those variables which are suspected or studied under this process and "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_275.wav,253196,thereafter the researcher comes with the final conclusion as to the role of any one of the 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_276.wav,235564,variable and other is exonerated from his investigation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_278.wav,276876,"Here on final conclusion, it can be summarize as, the formulation of research problem is "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_279.wav,211884,as mental and psychological process which can be completed with the proper involvement 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_280.wav,86444,of the researcher with the problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_281.wav,201324,"First is the realization, after realization of the problem researcher come with the identification "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_282.wav,217964,of problem; for the identification he has to verify the facts with the corroborative 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_283.wav,235884,"opinion of other persons, review of literature all existing literature as maximum as possible "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_284.wav,177292,should be researched properly for determination of research problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_285.wav,195916,And review of literature is further beneficial to the researcher for his further studying 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_286.wav,152684,with that research problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_287.wav,266924,"Statement of problem that is final shape of research problem, should be properly, systematically, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_288.wav,188812,grammatically correct and the statement or problem should convey the same feeling and 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_289.wav,225996,experience as researcher conceives in this mind as to the nature and existence of problem. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_290.wav,85772,Thank you. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_0.wav,32044,Hello everyone. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_1.wav,173516,Welcome back to a new module of Research Methodology that is Quantitative Research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_2.wav,157484,"As of now we have done various modules on Research Methodology, but whenever we talk "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_3.wav,196812,"about research, this is one thing that comes to our mind is quantitative research and qualitative research. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_4.wav,167084,"Today, I, Doctor Ritu Sharma would be dealing with this quantitative research module with "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_5.wav,59564,you under the MOOCs program. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_6.wav,193036,"So, while dealing with the quantitative module, we will be discussing an overview of the characteristics "
